物品ID	物品名称	物品类型	稀有度	物品介绍
705	暴君蚱蜢	换算道具	3	突變後凶暴化的蚱蜢。原本推測為草食生物，但似乎連腐肉都能做為糧食。
706	閃光翅蟲	换算道具	1	施加衝擊便會發出閃光的蟲。集結的群體愈多，發出的光愈強，連大型魔物都會感到刺眼。
707	遠古鬼蝠魟	换算道具	2	乘著風，飄在天空中的生物。不擅抵抗衝擊，可利用東西給予撞擊，使其落下。
708	鐵鱟	换算道具	1	主要棲息在泥巴地形的生物。有搬運堅硬物體的習性，有可能會掉落尖銳石。
709	軍團鱟	换算道具	2	棲息在瘴氣之谷的生物。會集結成大群體，成群圍住屍骸並啃食屍肉。
710	綠寶石鱟	换算道具	3	會在氣候惡劣時現身，有著祖母綠色澤的美麗鱟。據說比寶石還難以發現。
711	堅硬竹筴魚	换算道具	1	背鰭堅硬到可用來研磨武器的魚類。
712	大堅硬竹筴魚	换算道具	3	特大尺寸的堅硬竹筴魚。背鰭有著勝過頂級品砥石的性能。
713	貪吃鮪魚	换算道具	1	什麼都吃的魚類。吃過的東西有可能會殘留在胃中。
714	貪吃鮪魚王	换算道具	3	特大尺寸的貪吃鮪魚。吃盡所有東西，不斷成長為碩大體型的貪吃王者。
715	大王旗魚	换算道具	3	上顎長得有如劍般銳利的魚類。棲息在溫暖的海域中，不會出現在海水冰冷的夜晚。
716	帝王旗魚	换算道具	3	特大尺寸的大王旗魚。有著令看到牠的對象感受壓迫的巨大身形，給人簡直是不同物種的印象。
717	黃金魚	换算道具	2	有如黃金般光輝的珍魚。鱗片與黃金有同等的價值。
718	白金魚	换算道具	2	有如白金般光輝的珍魚。那耀眼的鱗片與白金有同等的價值。
719	大黃金魚	换算道具	3	特大尺寸的黃金魚。不只是體型龐大，連色澤與光輝都達到了藝術品的境界。
720	大白金魚	换算道具	3	特大尺寸的白金魚。不只是體型龐大，連色澤與光輝都達到了藝術品的境界。
721	小金魚	换算道具	1	有如黃金般閃爍的小型珍魚。其美麗的鱗片與同份量的黃金有同等的價值。
722	小金魚王	换算道具	3	特大尺寸的小金魚。不只是體型龐大，連色澤與光輝都達到了藝術品的境界。
723	刺身魚	换算道具	1	在獵人間有著高人氣的食用魚。鱗片也富有營養價值，還有回復體力的效果。
724	大刺身魚	换算道具	3	特大尺寸的刺身魚。在偉大的自然中孕育而成，正可謂自然的恩惠。
725	火藥金魚	换算道具	2	有著火藥味道的魚類。含有特殊成分的鱗片，可當作爆藥使用。
726	大火藥金魚	换算道具	3	特大尺寸的火藥金魚。不只是尺寸，連危險度也跟著提高。需小心處置。
727	耐毒珠【１】	装饰品	4	能夠提升毒耐性技能的裝飾品。
728	耐麻珠【１】	装饰品	4	能夠提升麻痺耐性技能的裝飾品。
729	耐眠珠【１】	装饰品	4	能夠提升睡眠耐性技能的裝飾品。
730	耐絕珠【１】	装饰品	5	能夠提升昏厥耐性技能的裝飾品。
731	耐爆珠【１】	装饰品	4	能夠提升爆破異常狀態的耐性技能的裝飾品。
732	耐裂珠【１】	装饰品	4	能夠提升裂傷耐性技能的裝飾品。
733	耐防珠【１】	装饰品	4	能夠提升防禦力DOWN耐性技能的裝飾品。
734	防音珠【３】	装饰品	5	能夠提升耳塞技能的裝飾品。
735	防風珠【２】	装饰品	5	能夠提升風壓耐性的裝飾品。
736	耐震珠【２】	装饰品	5	能夠提升耐震技能的裝飾品。
737	Unavailable	装饰品	4	Unavailable
738	Unavailable	装饰品	4	Unavailable
739	攻擊珠【１】	装饰品	6	能夠提升攻擊技能的裝飾品。
740	防禦珠【１】	装饰品	5	能夠提升防禦技能的裝飾品。
741	體力珠【１】	装饰品	5	能夠提升體力增強技能的裝飾品。
742	早復珠【１】	装饰品	5	能夠提升回復速度技能的裝飾品。
743	耐火珠【１】	装饰品	4	能夠提升火耐性技能的裝飾品。
744	耐水珠【１】	装饰品	4	能夠提升水耐性技能的裝飾品。
745	耐冰珠【１】	装饰品	4	能夠提升冰耐性技能的裝飾品。
746	耐雷珠【１】	装饰品	4	能夠提升雷耐性技能的裝飾品。
747	耐龍珠【１】	装饰品	4	能夠提升龍耐性技能的裝飾品。
748	耐屬珠【１】	装饰品	5	能夠提升屬性異常狀態的耐性技能的裝飾品。
749	火炎珠【１】	装饰品	5	能夠提升火屬性攻擊強化技能的裝飾品。
750	流水珠【１】	装饰品	5	能夠提升水屬性攻擊強化技能的裝飾品。
751	冰結珠【１】	装饰品	5	能夠提升冰屬性攻擊強化技能的裝飾品。
752	雷光珠【１】	装饰品	5	能夠提升雷屬性攻擊強化技能的裝飾品。
753	破龍珠【１】	装饰品	5	能夠提升龍屬性攻擊強化技能的裝飾品。
754	毒珠【１】	装饰品	5	能夠提升毒屬性強化技能的裝飾品。
755	麻痺珠【１】	装饰品	6	能夠提升麻痺屬性強化技能的裝飾品。
756	睡眠珠【１】	装饰品	6	能夠提升睡眠屬性強化技能的裝飾品。
757	爆破珠【１】	装饰品	6	能夠提升爆破屬性強化技能的裝飾品。
758	毒瓶珠【３】	装饰品	5	能夠提升毒瓶追加技能的裝飾品。
759	痺瓶珠【３】	装饰品	6	能夠提升麻痺瓶追加技能的裝飾品。
760	眠瓶珠【３】	装饰品	6	能夠提升睡眠瓶追加技能的裝飾品。
761	爆瓶珠【３】	装饰品	6	能夠提升爆破瓶追加技能的裝飾品。
762	Unavailable	装饰品	7	Unavailable
763	解放珠【３】	装饰品	7	能夠提升屬性解放／裝填擴充技能的裝飾品。
764	達人珠【１】	装饰品	5	能夠提升看破技能的裝飾品。
765	超心珠【２】	装饰品	7	能夠提升超會心技能的裝飾品。
766	痛擊珠【２】	装饰品	5	能夠提升弱點特效技能的裝飾品。
767	縮短珠【２】	装饰品	7	能夠提升集中技能的裝飾品。
768	匠珠【３】	装饰品	7	能夠提升匠技能的裝飾品。
769	拔刀珠【２】	装饰品	7	能夠提升拔刀術【技】技能的裝飾品。
770	重擊珠【２】	装饰品	5	能夠提升破壞王技能的裝飾品。
771	ＫＯ珠【２】	装饰品	5	能夠提升KO術技能的裝飾品。
772	奪氣珠【１】	装饰品	5	能夠提升奪取耐力技能的裝飾品。
773	Unavailable	装饰品	5	Unavailable
774	飛燕珠【２】	装饰品	4	能夠提升飛燕技能的裝飾品。
775	全開珠【２】	装饰品	6	能夠提升力量解放技能的裝飾品。
776	挑戰珠【２】	装饰品	6	能夠提升挑戰者技能的裝飾品。
777	無傷珠【２】	装饰品	6	能夠提升無傷技能的裝飾品。
778	底力珠【２】	装饰品	6	能夠提升火場怪力技能的裝飾品。
779	逆境珠【１】	装饰品	4	能夠提升不屈技能的裝飾品。
780	逆上珠【２】	装饰品	6	能夠提升怨恨技能的裝飾品。
781	鼓笛珠【１】	装饰品	5	能夠提升吹笛名人技能的裝飾品。
782	增彈珠【２】	装饰品	6	能夠提升砲彈裝填數ＵＰ技能的裝飾品。
783	特射珠【１】	装饰品	6	能夠提升特殊射擊強化技能的裝飾品。
784	砲術珠【１】	装饰品	7	能夠提升砲術技能的裝飾品。
785	砲手珠【１】	装饰品	4	能夠提升砲擊手技能的裝飾品。
786	強走珠【２】	装饰品	7	能夠提升跑者技能的裝飾品。
787	體術珠【２】	装饰品	5	能夠提升體術技能的裝飾品。
788	Unavailable	装饰品	4	Unavailable
789	早氣珠【２】	装饰品	6	能夠提升急速回復耐力技能的裝飾品。
790	無食珠【１】	装饰品	4	能夠提升飢餓耐性技能的裝飾品。
791	迴避珠【２】	装饰品	5	能夠提升迴避性能技能的裝飾品。
792	跳躍珠【２】	装饰品	5	能夠提升迴避距離ＵＰ技能的裝飾品。
793	鐵壁珠【１】	装饰品	6	能夠提升防禦性能技能的裝飾品。
794	速納珠【１】	装饰品	5	能夠提升收刀術技能的裝飾品。
795	友愛珠【１】	装饰品	5	能夠提升廣域化技能的裝飾品。
796	持續珠【１】	装饰品	5	能夠提升道具使用強化技能的裝飾品。
797	節食珠【１】	装饰品	4	能夠提升滿足感技能的裝飾品。
798	快吃珠【１】	装饰品	5	能夠提升快吃技能的裝飾品。
799	研磨珠【１】	装饰品	5	能夠提升砥石使用高速化技能的裝飾品。
800	爆師珠【１】	装饰品	5	能夠提升炸彈客技能的裝飾品。
801	茸好珠【１】	装饰品	7	能夠提升最愛菇類技能的裝飾品。
802	Unavailable	装饰品	4	Unavailable
803	Unavailable	装饰品	4	Unavailable
804	Unavailable	装饰品	4	Unavailable
805	Unavailable	装饰品	4	Unavailable
806	Unavailable	装饰品	4	Unavailable
807	Unavailable	装饰品	4	Unavailable
808	加護珠【１】	装饰品	4	能夠提升精靈加護技能的裝飾品。
809	指示珠【１】	装饰品	4	能夠提升指示隨從技能的裝飾品。
810	植學珠【１】	装饰品	4	能夠提升植生學技能的裝飾品。
811	地學珠【１】	装饰品	4	能夠提升地質學技能的裝飾品。
812	渾身珠【２】	装饰品	6	能夠提升精神抖擻技能的裝飾品。
813	投石珠【１】	装饰品	5	能夠提升投射器裝填數UP技能的裝飾品。
814	潛伏珠【１】	装饰品	4	能夠提升潛伏技能的裝飾品。
815	耐衝珠【３】	装饰品	5	能夠提升減輕膽怯技能的裝飾品。
816	Unavailable	装饰品	4	Unavailable
817	Unavailable	装饰品	4	Unavailable
818	Unavailable	装饰品	4	Unavailable
819	煙復珠【１】	装饰品	4	能夠提升棉花孢子草的知識技能的裝飾品。
820	沼渡珠【１】	装饰品	4	能夠提升適應水場技能的裝飾品。
821	Unavailable	装饰品	4	Unavailable
822	Unavailable	装饰品	4	Unavailable
823	Unavailable	装饰品	4	Unavailable
824	標本珠【１】	装饰品	4	能夠提升昆蟲標本達人技能的裝飾品。
825	耐瘴珠【１】	装饰品	4	能夠提升瘴氣耐性技能的裝飾品。
826	嗅覺珠【１】	装饰品	4	能夠提升追蹤達人技能的裝飾品。
827	Unavailable	装饰品	5	Unavailable
828	威嚇珠【１】	装饰品	4	能夠提升威嚇技能的裝飾品。
829	Unavailable	装饰品	4	Unavailable
830	Unavailable	装饰品	4	Unavailable
831	Unavailable	装饰品	4	Unavailable
832	滑走珠【２】	装饰品	5	能夠提升滑走強化技能的裝飾品。
833	治癒珠【１】	装饰品	5	能夠提升體力回復量ＵＰ技能的裝飾品。
834	強彈珠【３】	装饰品	6	能夠提升通常彈‧通常箭強化技能的裝飾品。
835	貫通珠【３】	装饰品	7	能夠提升貫通彈‧龍之箭強化技能的裝飾品。
836	散彈珠【３】	装饰品	7	能夠提升散彈‧剛射強化技能的裝飾品。
837	昂揚珠【２】	装饰品	6	能夠提升強化持續技能的裝飾品。
838	絕路珠【１】	装饰品	4	能夠提升死裡逃生技能的裝飾品。
839	龍封珠【３】	装饰品	6	能夠提升龍封力強化技能的裝飾品。
840	Unavailable	装饰品	4	Unavailable
841	Unavailable	装饰品	4	Unavailable
842	整備珠【１】	装饰品	4	能夠提升整備技能的裝飾品。
843	蜜蟲傳遞口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
844	蜜蟲設置口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
845	閃光蟲籠口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
846	麻痺蟲籠口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
847	大盾挑釁口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
848	大盾強鎚口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
849	激勵法國號口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
850	激勵邦哥鼓口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
851	掠奪刀突擊口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
852	掉落投擲口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
853	壺爆彈投擲口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
854	火炎車口哨	物品	3	對隨從艾路下達指示，讓他使用隨從道具。
855	Unavailable	物品	0	Unavailable
856	Unavailable	物品	0	Unavailable
857	Unavailable	物品	0	Unavailable
858	Unavailable	物品	0	Unavailable
859	石塊	物品	0	裝填到投射器後發射。像是命中遠處的植物或爆彈等等，用途多多。
860	飛礫果實	物品	0	裝填到投射器後發射。像是命中遠處的植物或爆彈等等，用途多多。
861	光苔	物品	0	裝填到投射器後發射。會在命中地點發光照亮四周，亦可令飛龍種滿眼金星。
862	飛散核桃	物品	0	裝填到投射器後發射。所發出的聲音和衝擊會使魔物畏懼膽怯。
863	投射器松明彈	物品	0	裝填在投射器裡發射。可使命中的地方起火，驅逐討厭火的生物，吸引喜歡火的生物靠近。
864	投射器爆發彈	物品	0	裝填到投射器後發射。命中目標後就會爆炸，造成重大傷害。
865	投射器黏著彈	物品	0	裝填到投射器後發射。會黏在命中位置，攻擊該命中位置就會引發衝擊。
866	投射器貫通彈	物品	0	裝填到投射器後發射。可貫穿命中位置，造成傷害。
867	投射器滅龍彈	物品	0	裝填到投射器後發射。造成龍屬性傷害。
868	爆裂結晶	物品	0	裝填到投射器後發射。所發出的聲音和衝擊會使魔物畏懼膽怯。
869	投射器水流彈	物品	0	裝填到投射器後發射。擁有備水屬性性質，具有剝除魔物身上泥土的效果。
870	冰冷菇	物品	2	作為冷飲的核心素材的香菇。
871	隨從票	素材	3	在新大陸與相遇的獸人種交流的象徵。交給加工屋後，會……？
872	祖母綠殼	素材	3	綠寶石鱟的殼。有著不遜於寶石的美麗光輝。<STYL MOJI_YELLOW_DEFAULT>（換金道具）</STYL>
873	奇面族寫生	素材	3	在新大陸相遇的奇面族的寫生畫。交給加工屋後，會……？
874	強弓珠【２】	装饰品	7	能夠提升解放弓的蓄力階段技能的裝飾品。
875	心眼珠【２】	装饰品	7	能夠提升心眼／彈道強化技能的裝飾品。
876	強壁珠【２】	装饰品	6	能夠提升防禦強化技能的裝飾品。
877	剛刃珠【２】	装饰品	6	能夠提升剛刃研磨技能的裝飾品。
878	無擊珠【２】	装饰品	5	能夠提升無屬性強化技能的裝飾品。
879	恐暴龍的黑鱗	素材	5	恐暴龍的進階素材。主要經由剝取獲得。泛用性高、用途廣泛。
880	恐暴龍的黑皮	素材	5	恐暴龍的進階素材。主要經由報酬獲得。材質柔軟，常用於防具上。
881	恐暴龍的大牙	素材	5	恐暴龍的進階素材。容易經由破壞頭部部位獲得。材質堅固，常用於武器上。
882	恐暴龍的鉤爪	素材	5	恐暴龍的進階素材。主要經由剝取獲得。與龍屬性的相容性佳。
883	恐暴龍的頭殼	素材	5	恐暴龍的進階素材。容易經由破壞頭部位獲得。材質特殊，只能用於限定的裝備。
884	恐暴龍的尾巴	素材	5	恐暴龍的進階素材。容易經由切斷的尾巴獲得。材質強韌，常用於防具上。
885	恐暴龍的唾液	素材	5	恐暴龍的進階素材。容易經由掉落物獲得。材質特殊，使用上需具備技術。
886	恐暴龍的寶玉	素材	6	恐暴龍的進階素材。據說是在體內生成的稀有玉石。可飛躍性地提高武器性能。
887	絢輝龍的金鱗	素材	6	絢輝龍的進階素材。主要經由報酬獲得。有不少人為了能獲得一枚而豁出性命。
888	絢輝龍的金殼	素材	6	絢輝龍的進階素材。主要經由報酬獲得。據說和黃金具有同等價值。
889	絢輝龍的金塊	素材	6	絢輝龍的進階素材。容易經由掉落物獲得。綻放妖豔光芒，迷惑他人的黃金塊。
890	絢輝龍的金卷角	素材	6	絢輝龍的進階素材。容易經由破壞頭部部位獲得。層層堆疊的金子散發出厚重的光輝。
